,Volcano Number,Volcano Name,Eruption Number,Eruption Category,Area of Activity,VEI,VEI Modifier,Start Year Modifier,Start Year,Start Year Uncertainty,Start Month,Start Day Modifier,Start Day,Start Day Uncertainty,Evidence Method (dating),End Year Modifier,End Year,End Year Uncertainty,End Month,End Day Modifier,End Day,End Day Uncertainty,Latitude,Longitude
8469,284180,Alamagan,18525,Confirmed Eruption,,,,,540.0,75.0,0.0,,0.0,,Radiocarbon (uncorrected),,,,,,,,17.6,145.83
8470,211020,Vesuvius,13311,Confirmed Eruption,,,,,536.0,,0.0,,0.0,,Historical Observations,,,,,,,,40.821,14.426
8471,262000,Krakatau,15581,Confirmed Eruption,,4.0,C,,535.0,,,,,,Historical Observations,,,,,,,,-6.102,105.423
8472,283030,Fujisan,17430,Confirmed Eruption,South flank (Takabachi),3.0,,?,530.0,,0.0,,0.0,,Tephrochronology,,,,,,,,35.361,138.728
8473,300270,Sheveluch,19552,Confirmed Eruption,,3.0,,?,530.0,,0.0,,0.0,,Tephrochronology,,,,,,,,56.653,161.36
8474,211050,Vulcano,13458,Confirmed Eruption,Fossa and Vulcanello III?,3.0,,?,526.0,,0.0,,0.0,,Historical Observations,,,,,,,,38.404,14.962
8475,283122,Harunasan,17814,Confirmed Eruption,Futatsu-dake,4.0,+,,520.0,10.0,6.0,,1.0,30.0,Anthropology,,,,,,,,36.477,138.851
8476,283030,Fujisan,17429,Confirmed Eruption,"SE flank (Makuiwa, Nishi-Futatsuzuka)",2.0,,,520.0,100.0,0.0,,0.0,,Radiocarbon (uncorrected),,,,,,,,35.361,138.728
8477,313030,Redoubt,20369,Confirmed Eruption,,,,,520.0,75.0,0.0,,0.0,,Varve Count,,,,,,,,60.485,-152.742
8478,251030,Karkar,14938,Confirmed Eruption,,4.0,C,,520.0,100.0,0.0,,0.0,,Radiocarbon (uncorrected),,,,,,,,-4.649,145.964
8479,241030,Taranaki,14444,Confirmed Eruption,,,,,520.0,150.0,0.0,,0.0,,Radiocarbon (uncorrected),,,,,,,,-39.3,174.07
8480,245010,Taveuni,14842,Confirmed Eruption,"South Taveuni (Tavuyaga, Ngatutu, Ngatavo)",2.0,,,520.0,100.0,0.0,,0.0,,Radiocarbon (corrected),,,,,,,,-16.82,-179.97
8481,358020,Calbuco,12247,Confirmed Eruption,,,,,520.0,200.0,0.0,,0.0,,Radiocarbon (uncorrected),,,,,,,,-41.33,-72.618
8482,211020,Vesuvius,13310,Confirmed Eruption,,4.0,?,,512.0,,7.0,,8.0,,Historical Observations,,,,,,,,40.821,14.426
8483,211020,Vesuvius,13309,Uncertain Eruption,,2.0,?,,505.0,,11.0,,9.0,,,,,,,,,,40.821,14.426
8484,600000,Unknown Source,13298,Confirmed Eruption,(Byrd Station 1968),,,?,505.0,,0.0,,0.0,,Ice Core,,,,,,,,0.0,0.0
8485,383060,Lanzarote,13124,Confirmed Eruption,Montaña de Juan Perdomo,,,,500.0,50.0,0.0,,0.0,,Magnetism,,,,,,,,29.03,-13.63
8486,357150,Puyehue-Cordon Caulle,12203,Confirmed Eruption,,,,,500.0,100.0,0.0,,0.0,,Radiocarbon (corrected),,,,,,,,-40.59,-72.117
8487,372030,Katla,12660,Confirmed Eruption,,,,?,500.0,,0.0,,0.0,,Tephrochronology,,,,,,,,63.633,-19.083
8488,211060,Etna,13630,Discredited Eruption,,,,,500.0,,0.0,,0.0,,,,,,,,,,37.748,14.999
8489,231090,"Arhab, Harra of",14157,Confirmed Eruption,South flank of Kaulet Hattab,0.0,,,500.0,100.0,0.0,,0.0,,Historical Observations,,,,,,,,15.63,44.08
8490,300270,Sheveluch,19551,Confirmed Eruption,,4.0,+,?,500.0,,0.0,,0.0,,Radiocarbon (corrected),,,,,,,,56.653,161.36
8491,283050,Hakusan,17467,Confirmed Eruption,,,,,500.0,100.0,0.0,,0.0,,Radiocarbon (corrected),,,,,,,,36.155,136.771
8492,284040,Miyakejima,17590,Confirmed Eruption,Daihannya-yama,3.0,,,500.0,50.0,0.0,,0.0,,Radiocarbon (corrected),,,,,,,,34.094,139.526
8493,323120,Mono-Inyo Craters,20669,Confirmed Eruption,Mono Craters (NW Coulee and Pumice Pit dome),,,,490.0,100.0,0.0,,0.0,,Radiocarbon (uncorrected),,,,,,,,37.804,-119.029
8494,322110,Newberry,20607,Confirmed Eruption,South caldera wall,4.0,,,490.0,100.0,0.0,,0.0,,Radiocarbon (corrected),,,,,,,,43.722,-121.229
8495,322060,Belknap,20588,Confirmed Eruption,Belknap Crater,2.0,?,?,480.0,,0.0,,0.0,,Radiocarbon (corrected),,,,,,,,44.285,-121.841
8496,322010,Hood,20566,Confirmed Eruption,Crater Rock,,,,480.0,37.0,0.0,,0.0,,Radiocarbon (corrected),,,,,,,,45.374,-121.695
8497,332020,Mauna Loa,10160,Confirmed Eruption,Mokuaweoweo,0.0,,?,480.0,,0.0,,0.0,,Radiocarbon (uncorrected),,,,,,,,19.475,-155.608
8498,341120,"Chichon, El",10604,Confirmed Eruption,,,,,480.0,200.0,0.0,,0.0,,Radiocarbon (corrected),,,,,,,,17.36,-93.228
8499,341110,San Martin,10589,Confirmed Eruption,,,,,480.0,50.0,0.0,,0.0,,Radiocarbon (uncorrected),,,,,,,,18.57,-95.2
8500,245010,Taveuni,14841,Confirmed Eruption,Central Taveuni (Tagimoucea area),2.0,,,480.0,75.0,0.0,,0.0,,Radiocarbon (corrected),,,,,,,,-16.82,-179.97
8501,263250,Merapi,15829,Confirmed Eruption,,,,,480.0,75.0,0.0,,0.0,,Radiocarbon (corrected),,,,,,,,-7.54,110.446
8502,352080,Tungurahua,11618,Confirmed Eruption,,,,,480.0,75.0,0.0,,0.0,,Radiocarbon (uncorrected),,,,,,,,-1.467,-78.442
8503,211020,Vesuvius,13308,Confirmed Eruption,,5.0,,,472.0,,11.0,,5.0,,Historical Observations,,472.0,,11.0,?,6.0,,40.821,14.426
8504,263210,Sundoro,15795,Confirmed Eruption,,,,?,470.0,,0.0,,0.0,,Radiocarbon (uncorrected),,,,,,,,-7.3,109.992
8505,274060,Iraya,16892,Confirmed Eruption,,,,,470.0,50.0,0.0,,0.0,,Radiocarbon (uncorrected),,,,,,,,20.469,122.01
8506,273030,Mayon,13599,Confirmed Eruption,,,,,470.0,75.0,0.0,,0.0,,Radiocarbon (uncorrected),,,,,,,,13.257,123.685
8507,283030,Fujisan,17428,Confirmed Eruption,SE flank (Kita-Kansu-yama),3.0,?,,470.0,100.0,0.0,,0.0,,Radiocarbon (uncorrected),,,,,,,,35.361,138.728
8508,312090,Aniakchak,20185,Confirmed Eruption,,,,?,460.0,,0.0,,0.0,,Radiocarbon (uncorrected),,,,,,,,56.88,-158.17
8509,233020,"Fournaise, Piton de la",14213,Confirmed Eruption,,0.0,,?,460.0,,0.0,,0.0,,Radiocarbon (uncorrected),,,,,,,,-21.244,55.708
8510,332020,Mauna Loa,10159,Confirmed Eruption,NE rift zone,0.0,,?,450.0,,0.0,,0.0,,Radiocarbon (uncorrected),,,,,,,,19.475,-155.608
8511,332010,Kilauea,19875,Confirmed Eruption,Lower east rift zone,0.0,,<,450.0,,0.0,,0.0,,Magnetism,,,,,,,,19.421,-155.287
8512,283122,Harunasan,17813,Confirmed Eruption,Futatsu-dake,3.0,,,450.0,50.0,0.0,,0.0,,Tephrochronology,,,,,,,,36.477,138.851
8513,283280,Hakkodasan,18133,Confirmed Eruption,O-dake,1.0,,?,450.0,,0.0,,0.0,,Radiocarbon (corrected),,,,,,,,40.659,140.877
8514,285080,Kussharo,18723,Confirmed Eruption,Atosanupuri,,,?,450.0,,0.0,,0.0,,Tephrochronology,,,,,,,,43.615,144.427
8515,300240,Tolbachik,19284,Confirmed Eruption,"SW flank (Dvoinoy, Nedostupny, Dalny)",3.0,,?,450.0,,0.0,,0.0,,Tephrochronology,,,,,,,,55.832,160.326
8516,300220,Komarov,19252,Confirmed Eruption,,0.0,,?,450.0,,0.0,,0.0,,Radiocarbon (uncorrected),,,,,,,,55.033,160.725
8517,343060,Ilopango,10830,Confirmed Eruption,Ilopango,6.0,+,,450.0,30.0,0.0,,0.0,,Radiocarbon (corrected),,,,,,,,13.672,-89.053
8518,360120,Pelee,12417,Confirmed Eruption,,4.0,P,?,450.0,,0.0,,0.0,,Radiocarbon (uncorrected),,,,,,,,14.809,-61.165
8519,322070,Three Sisters,20592,Confirmed Eruption,NW of North Sister (Collier Cone),2.0,?,,440.0,150.0,0.0,,0.0,,Radiocarbon (corrected),,,,,,,,44.133,-121.767
8520,323120,Mono-Inyo Craters,20668,Confirmed Eruption,Southern Mono Craters,,,,440.0,100.0,0.0,,0.0,,Radiocarbon (uncorrected),,,,,,,,37.804,-119.029
8521,321030,Rainier,20492,Confirmed Eruption,,,,,440.0,100.0,0.0,,0.0,,Radiocarbon (corrected),,,,,,,,46.853,-121.76
8522,313030,Redoubt,20368,Confirmed Eruption,,,,,440.0,75.0,0.0,,0.0,,Varve Count,,,,,,,,60.485,-152.742
8523,282110,Asosan,17195,Confirmed Eruption,Naka-dake,3.0,,,440.0,75.0,0.0,,0.0,,Radiocarbon (corrected),,,,,,,,32.884,131.104
8524,244020,Tutuila,22183,Confirmed Eruption,Cones E of Pava'ia'i Village,3.0,?,,440.0,200.0,,,,,Radiocarbon (corrected),,,,,,,,-14.295,-170.7
8525,345060,Irazu,11197,Confirmed Eruption,,3.0,,,430.0,500.0,0.0,,0.0,,Radiocarbon (corrected),,,,,,,,9.979,-83.852
8526,345020,Rincon de la Vieja,11084,Confirmed Eruption,,,,,430.0,100.0,0.0,,0.0,,Radiocarbon (corrected),,,,,,,,10.83,-85.324
8527,358010,Osorno,12222,Confirmed Eruption,,4.0,?,,420.0,100.0,0.0,,0.0,,Radiocarbon (uncorrected),,,,,,,,-41.105,-72.496
8528,321050,St. Helens,20538,Confirmed Eruption,,,,?,420.0,,0.0,,0.0,,Radiocarbon (corrected),,,,,,,,46.2,-122.18
8529,332010,Kilauea,19874,Confirmed Eruption,,,,,420.0,20.0,0.0,,0.0,,Tephrochronology,,,,,,,,19.421,-155.287
8530,211060,Etna,13629,Confirmed Eruption,,,,?,417.0,,0.0,,0.0,,Historical Observations,,,,,,,,37.748,14.999
8531,211060,Etna,13628,Discredited Eruption,,,,,410.0,,0.0,,0.0,,,,,,,,,,37.748,14.999
8532,263250,Merapi,15828,Confirmed Eruption,,3.0,,,410.0,150.0,0.0,,0.0,,Radiocarbon (corrected),,,,,,,,-7.54,110.446
8533,358056,Maca,12282,Confirmed Eruption,,,,,410.0,50.0,0.0,,0.0,,Radiocarbon (uncorrected),,,,,,,,-45.1,-73.17
8534,331021,Axial Seamount,20930,Confirmed Eruption,East caldera rim,0.0,,,410.0,123.0,,,,,Radiocarbon (corrected),,,,,,,,45.95,-130.0
8535,342110,Pacaya,10735,Confirmed Eruption,,2.0,,,400.0,50.0,0.0,,0.0,,Radiocarbon (uncorrected),,,,,,,,14.382,-90.601
8536,341080,Chichinautzin,10495,Confirmed Eruption,Xitle,3.0,?,,400.0,100.0,0.0,,0.0,,Radiocarbon (corrected),,,,,,,,19.08,-99.13
8537,311350,Fisher,20049,Confirmed Eruption,Turquoise cone,,,,400.0,50.0,0.0,,0.0,,Radiocarbon (uncorrected),,,,,,,,54.65,-164.43
8538,300240,Tolbachik,19283,Confirmed Eruption,"SW flank (Pelmen, Lagerny)",4.0,+,?,400.0,,0.0,,0.0,,Tephrochronology,,,,,,,,55.832,160.326
8539,300100,Avachinsky,19075,Confirmed Eruption,,,,?,400.0,,0.0,,0.0,,Tephrochronology,,,,,,,,53.256,158.836
8540,283230,Akita-Komagatake,18047,Confirmed Eruption,Me-dake,,,,400.0,500.0,0.0,,0.0,,Tephrochronology,,,,,,,,39.761,140.799
8541,283030,Fujisan,17427,Confirmed Eruption,SE flank (Akatsuka),2.0,,?,400.0,,0.0,,0.0,,Tephrochronology,,,,,,,,35.361,138.728
8542,211060,Etna,13627,Discredited Eruption,,,,,400.0,,0.0,,0.0,,,,,,,,,,37.748,14.999
8543,241010,Kaikohe-Bay of Islands,14416,Confirmed Eruption,Te Puke,,,,400.0,300.0,0.0,,0.0,,Radiocarbon (uncorrected),,,,,,,,-35.3,173.9
8544,245010,Taveuni,14840,Confirmed Eruption,,2.0,,,400.0,50.0,0.0,,0.0,,Radiocarbon (corrected),,,,,,,,-16.82,-179.97
8545,242030,Raoul Island,14689,Confirmed Eruption,S part Raoul Caldera,4.0,,?,400.0,,0.0,,0.0,,Tephrochronology,,,,,,,,-29.27,-177.92
8546,372030,Katla,12659,Confirmed Eruption,,,,?,400.0,,0.0,,0.0,,Tephrochronology,,,,,,,,63.633,-19.083
8547,357122,Lanin,12085,Confirmed Eruption,,,,,400.0,150.0,0.0,,0.0,,Radiocarbon (corrected),,,,,,,,-39.637,-71.502
8548,345033,Arenal,11122,Confirmed Eruption,,4.0,,?,400.0,,0.0,,0.0,,Anthropology,,,,,,,,10.463,-84.703
8549,358057,"Hudson, Cerro",12294,Confirmed Eruption,,,,,390.0,150.0,0.0,,0.0,,Radiocarbon (corrected),,,,,,,,-45.9,-72.97
8550,360110,"Plat Pays, Morne",12379,Confirmed Eruption,Morne Patates,,,,390.0,40.0,0.0,,0.0,,Radiocarbon (uncorrected),,,,,,,,15.255,-61.341
8551,241030,Taranaki,14443,Confirmed Eruption,,,,,390.0,40.0,0.0,,0.0,,Radiocarbon (uncorrected),,,,,,,,-39.3,174.07
8552,282060,Kikai,16987,Confirmed Eruption,Iwo-dake,3.0,,,390.0,100.0,0.0,,0.0,,Radiocarbon (uncorrected),,,,,,,,30.793,130.305
8553,300121,Veer,19107,Confirmed Eruption,,2.0,?,,390.0,75.0,0.0,,0.0,,Tephrochronology,,,,,,,,53.75,158.45
8554,300270,Sheveluch,19550,Confirmed Eruption,,3.0,,?,380.0,,0.0,,0.0,,Radiocarbon (corrected),,,,,,,,56.653,161.36
8555,341110,San Martin,10588,Confirmed Eruption,South flank,,,,380.0,75.0,0.0,,0.0,,Tephrochronology,,,,,,,,18.57,-95.2
8556,382080,Sete Cidades,13012,Confirmed Eruption,SE caldera floor (Lagoa Rasa),4.0,,,380.0,300.0,0.0,,0.0,,Tephrochronology,,,,,,,,37.87,-25.78
8557,211020,Vesuvius,10055,Confirmed Eruption,,2.0,,,379.0,,0.0,,0.0,,Historical Observations,,395.0,,0.0,,0.0,,40.821,14.426
8558,385050,Ascension,22302,Confirmed Eruption,Davidson lava flow,0.0,,,378.0,370.0,,,,,Ar/Ar,,,,,,,,-7.95,-14.37
8559,360060,Soufriere Guadeloupe,12356,Confirmed Eruption,La Citerne and L'Eschelle cones,,,,370.0,75.0,0.0,,0.0,,Radiocarbon (corrected),,,,,,,,16.044,-61.664
8560,353050,"Negra, Sierra",11699,Confirmed Eruption,,0.0,,,370.0,1100.0,0.0,,0.0,,Surface Exposure,,,,,,,,-0.83,-91.17
8561,352050,Cotopaxi,11529,Confirmed Eruption,,,,,370.0,200.0,0.0,,0.0,,Tephrochronology,,,,,,,,-0.677,-78.436
8562,282120,Kujusan,17361,Confirmed Eruption,Kuro-dake,3.0,,,370.0,40.0,0.0,,0.0,,Radiocarbon (corrected),,,,,,,,33.086,131.249
8563,283030,Fujisan,17426,Confirmed Eruption,SSE flank (Obuchi Craters),,,,370.0,200.0,0.0,,0.0,,Radiocarbon (uncorrected),,,,,,,,35.361,138.728
8564,283110,Asamayama,17676,Confirmed Eruption,,4.0,,,350.0,10.0,11.0,,15.0,15.0,Anthropology,,,,,,,,36.406,138.523
8565,283030,Fujisan,17425,Confirmed Eruption,SE flank (Kurotsuka),3.0,,,350.0,300.0,0.0,,0.0,,Radiocarbon (uncorrected),,,,,,,,35.361,138.728
8566,300240,Tolbachik,19282,Confirmed Eruption,SW flank (Zasipannie),,,?,350.0,,0.0,,0.0,,Tephrochronology,,,,,,,,55.832,160.326
8567,300230,Kizimen,19260,Confirmed Eruption,,,,,350.0,75.0,0.0,,0.0,,Radiocarbon (uncorrected),,,,,,,,55.131,160.32
8568,300050,Ksudach,18937,Confirmed Eruption,Stubel,2.0,,?,350.0,,0.0,,0.0,,Radiocarbon (corrected),,,,,,,,51.844,157.572
8569,300022,Diky Greben,18899,Confirmed Eruption,,,,,350.0,300.0,0.0,,0.0,,Tephrochronology,,,,,,,,51.452,156.978
8570,285081,Mashu,18713,Confirmed Eruption,Kamuinupuri,2.0,,,350.0,100.0,0.0,,0.0,,Radiocarbon (corrected),,,,,,,,43.572,144.561
8571,285050,Tokachidake,18638,Confirmed Eruption,,,,,350.0,100.0,0.0,,0.0,,Radiocarbon (corrected),,,,,,,,43.418,142.686
8572,332020,Mauna Loa,10158,Confirmed Eruption,Mokuaweoweo,0.0,,?,350.0,,0.0,,0.0,,Radiocarbon (uncorrected),,,,,,,,19.475,-155.608
8573,323110,Mono Lake Volcanic Field,20658,Confirmed Eruption,,,,,350.0,100.0,0.0,,0.0,,Tephrochronology,,,,,,,,38.0,-119.03
8574,305050,Longgang Group,19640,Confirmed Eruption,Jinlongdingzi,,,?,350.0,,0.0,,0.0,,Radiocarbon (uncorrected),,,,,,,,42.33,126.5
8575,245010,Taveuni,14839,Confirmed Eruption,Central Taveuni (Des Voeux Peak area),2.0,,?,350.0,,0.0,,0.0,,Tephrochronology,,,,,,,,-16.82,-179.97
8576,250010,St. Andrew Strait,14856,Confirmed Eruption,Lou Island (Bedal volcano),,,?,350.0,,0.0,,0.0,,Radiocarbon (uncorrected),,,,,,,,-2.38,147.35
8577,352080,Tungurahua,11617,Confirmed Eruption,,3.0,?,?,350.0,,0.0,,0.0,,Radiocarbon (uncorrected),,,,,,,,-1.467,-78.442
8578,351020,"Ruiz, Nevado del",11274,Confirmed Eruption,West flank,3.0,,,350.0,300.0,0.0,,0.0,,Radiocarbon (uncorrected),,,,,,,,4.892,-75.324
8579,360120,Pelee,12416,Confirmed Eruption,,4.0,,,350.0,75.0,0.0,,0.0,,Radiocarbon (corrected),,,,,,,,14.809,-61.165
8580,372070,Hekla,12725,Confirmed Eruption,Vatnafjöll (Eskihlidarhraun),,,,350.0,1500.0,0.0,,0.0,,Tephrochronology,,,,,,,,63.983,-19.666
8581,245030,Nabukelevu,14852,Confirmed Eruption,West side of summit dome complex,,,?,340.0,,0.0,,0.0,,Radiocarbon (corrected),,,,,,,,-19.12,177.98
8582,311320,Akutan,19995,Confirmed Eruption,,5.0,,?,340.0,,0.0,,0.0,,Radiocarbon (uncorrected),,,,,,,,54.134,-165.986
8583,313010,Augustine,20258,Confirmed Eruption,,,,,340.0,40.0,0.0,,0.0,,Radiocarbon (corrected),,,,,,,,59.363,-153.43
8584,284010,Izu-Oshima,18162,Confirmed Eruption,Summit and east flank,4.0,,,340.0,200.0,0.0,,0.0,,Radiocarbon (corrected),,,,,,,,34.724,139.394
8585,358023,Hornopiren,20849,Confirmed Eruption,,,,,340.0,200.0,,,,,Radiocarbon (corrected),,,,,,,,-41.874,-72.431
8586,357120,Villarrica,12099,Confirmed Eruption,,,,?,330.0,,0.0,,0.0,,Radiocarbon (uncorrected),,,,,,,,-39.42,-71.93
8587,283150,Nasudake,17876,Confirmed Eruption,Chausu-dake,2.0,,,330.0,200.0,0.0,,0.0,,Radiocarbon (corrected),,,,,,,,37.125,139.963
8588,263310,Tengger Caldera,16011,Confirmed Eruption,Segorowedi,3.0,?,,330.0,50.0,0.0,,0.0,,Radiocarbon (uncorrected),,,,,,,,-7.942,112.95
8589,245010,Taveuni,14838,Confirmed Eruption,,2.0,,,320.0,100.0,0.0,,0.0,,Radiocarbon (corrected),,,,,,,,-16.82,-179.97
8590,284040,Miyakejima,17589,Confirmed Eruption,Sabigahama,3.0,?,,320.0,500.0,0.0,,0.0,,Tephrochronology,,,,,,,,34.094,139.526
8591,323120,Mono-Inyo Craters,20667,Confirmed Eruption,Mono Craters (South Coulee?),,,,320.0,200.0,0.0,,0.0,,Radiocarbon (corrected),,,,,,,,37.804,-119.029
8592,252080,Witori,15014,Confirmed Eruption,,5.0,,,310.0,100.0,0.0,,0.0,,Radiocarbon (corrected),,,,,,,,-5.576,150.516
8593,211020,Vesuvius,10054,Uncertain Eruption,,2.0,?,,303.0,,0.0,,0.0,,,,,,,,,,40.821,14.426
8594,332020,Mauna Loa,20579,Confirmed Eruption,NE rift zone,0.0,,?,300.0,,0.0,,0.0,,Radiocarbon (uncorrected),,,,,,,,19.475,-155.608
8595,314060,Imuruk Lake,20405,Confirmed Eruption,Lost Jim Cone,,,?,300.0,,0.0,,0.0,,Radiocarbon (uncorrected),,,,,,,,65.517,-163.45
8596,283190,Zaozan [Zaosan],17948,Confirmed Eruption,Goshiki-dake area,4.0,,,300.0,200.0,0.0,,0.0,,Radiocarbon (corrected),,,,,,,,38.144,140.44
8597,283030,Fujisan,17424,Confirmed Eruption,NW flank (Oniwa-Okuniwa),1.0,,?,300.0,,0.0,,0.0,,Tephrochronology,,,,,,,,35.361,138.728
8598,300082,Tolmachev Dol,19028,Confirmed Eruption,NW part of Tolmachev Dol,,,,300.0,150.0,0.0,,0.0,,Tephrochronology,,,,,,,,52.63,157.58
8599,360120,Pelee,12415,Confirmed Eruption,,4.0,P,?,300.0,,0.0,,0.0,,Radiocarbon (uncorrected),,,,,,,,14.809,-61.165
8600,211030,Ischia,13389,Confirmed Eruption,"Vateliero, Molara-Cava Nocelle, Rotaro",,,,295.0,10.0,0.0,,0.0,,Historical Observations,,,,,,,,40.73,13.897
8601,313030,Redoubt,20367,Confirmed Eruption,,,,,290.0,75.0,0.0,,0.0,,Varve Count,,,,,,,,60.485,-152.742
8602,372030,Katla,12658,Confirmed Eruption,,,,?,290.0,,0.0,,0.0,,Tephrochronology,,,,,,,,63.633,-19.083
8603,355012,Parinacota,11814,Confirmed Eruption,Parinacota 3 edifice,4.0,,,290.0,300.0,0.0,,0.0,,Surface Exposure,,,,,,,,-18.166,-69.142
8604,352011,Pululahua,11421,Confirmed Eruption,,,,?,290.0,,0.0,,0.0,,Radiocarbon (uncorrected),,,,,,,,0.038,-78.463
8605,323120,Mono-Inyo Craters,22200,Confirmed Eruption,Inyo Craters (Wilson Butte),3.0,,,290.0,50.0,,,,,Radiocarbon (corrected),,,,,,,,37.804,-119.029
8606,263250,Merapi,15827,Confirmed Eruption,,,,,280.0,150.0,0.0,,0.0,,Radiocarbon (corrected),,,,,,,,-7.54,110.446
8607,282070,Ata,17020,Confirmed Eruption,Kaimon,3.0,,?,270.0,,0.0,,0.0,,Tephrochronology,,,,,,,,31.22,130.57
8608,245010,Taveuni,14837,Confirmed Eruption,Central Taveuni (west of Lake Tagimoucea),1.0,,?,270.0,,0.0,,0.0,,Tephrochronology,,,,,,,,-16.82,-179.97
8609,321050,St. Helens,20537,Confirmed Eruption,,,,?,270.0,,0.0,,0.0,,Radiocarbon (corrected),,,,,,,,46.2,-122.18
8610,352071,Chimborazo,11607,Confirmed Eruption,,,,,270.0,150.0,0.0,,0.0,,Radiocarbon (corrected),,,,,,,,-1.464,-78.815
8611,372030,Katla,12657,Confirmed Eruption,,3.0,,,270.0,12.0,0.0,,0.0,,Radiocarbon (uncorrected),,,,,,,,63.633,-19.083
8612,372030,Katla,12656,Confirmed Eruption,,,,?,260.0,,0.0,,0.0,,Tephrochronology,,,,,,,,63.633,-19.083
8613,352006,Cayambe,11408,Confirmed Eruption,,,,?,260.0,,0.0,,0.0,,Tephrochronology,,,,,,,,0.029,-77.986
8614,346010,Baru,11252,Confirmed Eruption,,,,,260.0,150.0,0.0,,0.0,,Radiocarbon (corrected),,,,,,,,8.808,-82.543
8615,351030,"Tolima, Nevado del",11299,Confirmed Eruption,,3.0,?,,260.0,150.0,0.0,,0.0,,Radiocarbon (corrected),,,,,,,,4.658,-75.33
8616,284040,Miyakejima,17588,Confirmed Eruption,,4.0,,,260.0,500.0,0.0,,0.0,,Tephrochronology,,,,,,,,34.094,139.526
8617,241070,Taupo,14554,Confirmed Eruption,East Lake Taupo (Horomatangi Reefs),0.0,,?,260.0,,0.0,,0.0,,Tephrochronology,,,,,,,,-38.82,176.0
8618,600000,Unknown Source,13297,Confirmed Eruption,(Byrd Station 1968),,,?,256.0,,0.0,,0.0,,Ice Core,,,,,,,,0.0,0.0
8619,213010,Erciyes Dagi,13906,Uncertain Eruption,,,,<,253.0,,0.0,,0.0,,,,,,,,,,38.531,35.447
8620,211060,Etna,13626,Confirmed Eruption,South flank (Monpeloso),3.0,?,,252.0,,2.0,,1.0,,Historical Observations,,252.0,,2.0,,9.0,,37.748,14.999
8621,211040,Stromboli,13420,Confirmed Eruption,,2.0,,,250.0,50.0,0.0,,0.0,,Historical Observations,,,,,,,,38.789,15.213
8622,274060,Iraya,16891,Confirmed Eruption,,,,,250.0,200.0,0.0,,0.0,,Radiocarbon (uncorrected),,,,,,,,20.469,122.01
8623,262000,Krakatau,15580,Confirmed Eruption,,,,,250.0,50.0,0.0,,0.0,,Historical Observations,,,,,,,,-6.102,105.423
8624,284010,Izu-Oshima,18161,Confirmed Eruption,,3.0,,,250.0,100.0,0.0,,0.0,,Tephrochronology,,,,,,,,34.724,139.394
8625,283030,Fujisan,17423,Confirmed Eruption,NW flank (Kita-Koriike),2.0,,?,250.0,,0.0,,0.0,,Tephrochronology,,,,,,,,35.361,138.728
8626,283150,Nasudake,17875,Confirmed Eruption,Chausu-dake,3.0,,,250.0,200.0,0.0,,0.0,,Radiocarbon (corrected),,,,,,,,37.125,139.963
8627,300070,Gorely,19008,Confirmed Eruption,,3.0,,?,250.0,,0.0,,0.0,,Tephrochronology,,,,,,,,52.559,158.03
8628,300060,Mutnovsky,18345,Confirmed Eruption,,2.0,,?,250.0,,0.0,,0.0,,Tephrochronology,,,,,,,,52.449,158.196
8629,300240,Tolbachik,19281,Confirmed Eruption,"SW flank (Poteryanny, Yupiter)",,,?,250.0,,0.0,,0.0,,Tephrochronology,,,,,,,,55.832,160.326
8630,285070,Akan,18679,Confirmed Eruption,Akan-Fuji,,,?,250.0,,0.0,,0.0,,Radiocarbon (corrected),,,,,,,,43.384,144.013
8631,285010,Oshima-Oshima,18554,Confirmed Eruption,Nishi-yama,,,,250.0,150.0,0.0,,0.0,,Radiocarbon (uncorrected),,,,,,,,41.51,139.367
8632,341090,Popocatepetl,10513,Confirmed Eruption,,,,?,250.0,,0.0,,0.0,,Radiocarbon (uncorrected),,,,,,,,19.023,-98.622
8633,311180,Seguam,19773,Confirmed Eruption,West of Wilcox volcano,,,,250.0,500.0,0.0,,0.0,,Uranium-series,,,,,,,,52.315,-172.51
8634,300270,Sheveluch,19549,Confirmed Eruption,,4.0,,?,250.0,,0.0,,0.0,,Tephrochronology,,,,,,,,56.653,161.36
8635,300250,Bezymianny,19331,Confirmed Eruption,,,,?,250.0,,0.0,,0.0,,Tephrochronology,,,,,,,,55.972,160.595
8636,372070,Hekla,12724,Confirmed Eruption,"NE flank (Hestolduhraun), Vatnafjöll",,,,250.0,2500.0,0.0,,0.0,,Tephrochronology,,,,,,,,63.983,-19.666
8637,373080,Krafla,12938,Confirmed Eruption,Kerlingarholar,0.0,,,250.0,300.0,0.0,,0.0,,Tephrochronology,,,,,,,,65.715,-16.728
8638,360020,"Quill, The",12336,Confirmed Eruption,,,,,250.0,150.0,0.0,,0.0,,Radiocarbon (uncorrected),,,,,,,,17.478,-62.96
8639,383030,Tenerife,13098,Confirmed Eruption,NW flank of Pico Viejo (Roques Blancos),,,,240.0,150.0,0.0,,0.0,,Radiocarbon (corrected),,,,,,,,28.271,-16.641
8640,300050,Ksudach,18936,Confirmed Eruption,Ksudach V caldera,6.0,,,240.0,100.0,0.0,,0.0,,Radiocarbon (corrected),,,,,,,,51.844,157.572
